order_id,customer_id,order_date,amount
10081,562,2025-02-01,51.85
10082,872,2025-02-01,230.4
10083,388,2025-02-01,380.61
10084,2,2025-02-01,399.13
10085,390,2025-02-01,252.35
10086,566,2025-02-01,448.43
10087,106,2025-02-01,141.16
10088,772,2025-02-01,211.19
10089,822,2025-02-01,450.31
10090,477,2025-02-01,449.17
10091,703,2025-02-01,346.0
10092,402,2025-02-01,430.9
10093,730,2025-02-01,53.5
10094,1019,2025-02-01,433.85
10095,162,2025-02-01,167.1
10096,202,2025-02-01,97.38
10097,270,2025-02-01,127.29
10098,863,2025-02-01,214.8
10099,816,2025-02-01,133.08
10100,271,2025-02-01,167.08
10101,456,2025-02-01,76.14
10102,462,2025-02-01,155.13
10103,727,2025-02-01,290.42
10104,252,2025-02-01,226.51
10105,702,2025-02-01,179.89
10106,296,2025-02-01,375.76
10107,725,2025-02-01,447.82
10108,720,2025-02-01,380.83
10109,749,2025-02-01,172.68
10110,338,2025-02-01,374.78
10111,879,2025-02-01,84.47
10112,53,2025-02-01,73.86
10113,792,2025-02-01,179.36
10114,217,2025-02-01,405.77
10115,764,2025-02-01,130.71
10116,188,2025-02-01,40.99
10117,380,2025-02-01,74.54
10118,493,2025-02-01,430.79
10119,41,2025-02-01,320.55
10120,157,2025-02-01,134.07
10121,15,2025-02-01,282.09
10122,813,2025-02-01,268.51
10123,65,2025-02-01,331.16
10124,857,2025-02-01,124.26
10125,839,2025-02-01,433.56
10126,521,2025-02-01,161.59
10127,344,2025-02-01,350.12
10128,129,2025-02-01,17.9
10129,648,2025-02-01,192.6
10130,472,2025-02-01,182.34
10131,63,2025-02-01,276.31
10132,139,2025-02-01,45.64
10133,499,2025-02-01,397.16
10134,593,2025-02-01,116.71
10135,392,2025-02-01,341.75
10136,675,2025-02-01,403.57
10137,419,2025-02-01,285.32
10138,289,2025-02-01,373.03
10139,379,2025-02-01,334.31
10140,773,2025-02-01,184.21
10141,490,2025-02-01,406.34
10142,231,2025-02-01,154.4
10143,41,2025-02-01,289.89
10144,28,2025-02-01,375.24
10145,135,2025-02-01,195.69
10146,201,2025-02-01,158.36
10147,840,2025-02-01,235.08
10148,780,2025-02-01,410.8
10149,33,2025-02-01,465.66
10150,48,2025-02-01,277.09
10151,503,2025-02-01,334.12
10152,407,2025-02-01,452.6
10153,574,2025-02-01,58.29
10154,728,2025-02-01,123.72
10155,805,2025-02-01,357.36
10156,99,2025-02-01,413.63
10157,684,2025-02-01,429.94
10158,872,2025-02-01,213.4
10159,726,2025-02-01,53.78
10160,1011,2025-02-01,224.51
10161,739,2025-02-01,123.06
10162,613,2025-02-01,152.69
10163,462,2025-02-01,388.41
10164,643,2025-02-01,47.01
10165,769,2025-02-01,415.51
10166,5,2025-02-01,219.56
10167,218,2025-02-01,302.07
10168,503,2025-02-01,53.93
10169,767,2025-02-01,175.31
10170,398,2025-02-01,53.95
10171,871,2025-02-01,481.16
10172,795,2025-02-01,405.56
10173,393,2025-02-01,235.22
10174,207,2025-02-01,119.57
10175,15,2025-02-01,467.39
10176,858,2025-02-01,178.85
10177,554,2025-02-01,88.88
10178,892,2025-02-01,285.95
10179,461,2025-02-01,472.45
10180,691,2025-02-01,11.88
10181,575,2025-02-01,126.68
10182,864,2025-02-01,469.84
10183,743,2025-02-01,93.83
10184,241,2025-02-01,65.49
10185,564,2025-02-01,289.39
10186,96,2025-02-01,432.3
10187,900,2025-02-01,243.78
10188,734,2025-02-01,497.34
10189,485,2025-02-01,342.79
10190,407,2025-02-01,46.3
10191,231,2025-02-01,496.49
10192,749,2025-02-01,209.87
10193,655,2025-02-01,150.83
10194,171,2025-02-01,283.36
10195,541,2025-02-01,159.11
10196,36,2025-02-01,52.36
10197,525,2025-02-01,10.7
10198,160,2025-02-01,230.3
10199,839,2025-02-01,420.06
10200,699,2025-02-01,290.43
10201,243,2025-02-01,499.61
10202,86,2025-02-01,150.55
10203,796,2025-02-01,147.42
10204,578,2025-02-01,88.28
10205,682,2025-02-01,90.39
10206,557,2025-02-01,149.74
10207,574,2025-02-01,398.49
10208,646,2025-02-01,453.82
10209,796,2025-02-01,487.79
10210,28,2025-02-01,123.82
10211,620,2025-02-01,441.84
10212,556,2025-02-01,170.84
10213,340,2025-02-01,65.29
10214,798,2025-02-01,436.31
10215,331,2025-02-01,321.69
10216,640,2025-02-01,90.72
10217,506,2025-02-01,220.62
10218,348,2025-02-01,150.76
10219,473,2025-02-01,371.03
10220,231,2025-02-01,232.17
10221,190,2025-02-01,494.75
10222,225,2025-02-01,36.83
10223,385,2025-02-01,183.96
10224,377,2025-02-01,246.13
10225,283,2025-02-01,256.54
10226,633,2025-02-01,164.81
10227,628,2025-02-01,367.33
10228,745,2025-02-01,438.63
10229,259,2025-02-01,469.97
10230,359,2025-02-01,404.5
10231,710,2025-02-01,426.78
10232,456,2025-02-01,279.77
10233,411,2025-02-01,414.69
10234,649,2025-02-01,158.72
10235,318,2025-02-01,205.25
10236,677,2025-02-01,165.29
10237,225,2025-02-01,239.02
10238,819,2025-02-01,149.93
10239,234,2025-02-01,481.19
10240,684,2025-02-01,163.29
10241,664,2025-02-01,58.04
10242,827,2025-02-01,268.14
10243,374,2025-02-01,37.98
10244,672,2025-02-01,64.17
10245,608,2025-02-01,117.5
10246,472,2025-02-01,237.53
10247,233,2025-02-01,222.29
10248,692,2025-02-01,401.85
10249,113,2025-02-01,372.34
10250,830,2025-02-01,218.9
10251,497,2025-02-01,173.52
10252,442,2025-02-01,165.07
10253,564,2025-02-01,389.26
10254,268,2025-02-01,35.52
10255,510,2025-02-01,16.28
10256,807,2025-02-01,399.82
10257,386,2025-02-01,243.8
10258,387,2025-02-01,74.13
10259,113,2025-02-01,125.43
10260,613,2025-02-01,466.93
10261,625,2025-02-01,431.16
10262,81,2025-02-01,357.79
10263,699,2025-02-01,246.29
10264,113,2025-02-01,264.96
10265,2,2025-02-01,487.87
10266,642,2025-02-01,483.23
10267,220,2025-02-01,115.48
10268,566,2025-02-01,407.44
10269,855,2025-02-01,106.65
10270,736,2025-02-01,114.63
10271,225,2025-02-01,341.29
10272,385,2025-02-01,208.45
10273,403,2025-02-01,466.46
10274,638,2025-02-01,53.61
10275,130,2025-02-01,260.65
10276,53,2025-02-01,460.08
10277,684,2025-02-01,453.02
10278,730,2025-02-01,86.7
10279,672,2025-02-01,189.65
10280,710,2025-02-01,313.37
10281,416,2025-02-01,88.1
10282,247,2025-02-01,484.33
10283,836,2025-02-01,458.23
10284,439,2025-02-01,91.81
10285,203,2025-02-01,69.37
10286,184,2025-02-01,51.85
10287,123,2025-02-01,455.63
10288,401,2025-02-01,104.88
10289,767,2025-02-01,213.98
10290,294,2025-02-01,229.94
10291,280,2025-02-01,303.52
10292,837,2025-02-01,45.15
10293,884,2025-02-01,121.11
10294,610,2025-02-01,466.43
10295,198,2025-02-01,455.12
10296,511,2025-02-01,392.83
10297,752,2025-02-01,19.51
10298,144,2025-02-01,170.23
10299,609,2025-02-01,317.7
10300,201,2025-02-01,144.84
10301,124,2025-02-01,455.7
10302,187,2025-02-01,320.61
10303,326,2025-02-01,45.23
10304,464,2025-02-01,455.41
10305,349,2025-02-01,479.31
10306,771,2025-02-01,48.08
10307,660,2025-02-01,270.86
10308,764,2025-02-01,158.65
10309,403,2025-02-01,202.49
10310,346,2025-02-01,98.03
10311,511,2025-02-01,293.26
10312,147,2025-02-01,479.41
10313,148,2025-02-01,256.51
10314,864,2025-02-01,50.63
10315,711,2025-02-01,313.8
10316,820,2025-02-01,176.71
10317,489,2025-02-01,429.4
10318,640,2025-02-01,222.99
10319,551,2025-02-01,104.49
10320,338,2025-02-01,103.64
10321,872,2025-02-01,386.69
10322,641,2025-02-01,140.14
10323,779,2025-02-01,385.94
10324,473,2025-02-01,110.88
10325,151,2025-02-01,167.63
10326,415,2025-02-01,238.09
10327,298,2025-02-01,472.17
10328,611,2025-02-01,466.55
10329,263,2025-02-01,111.37
10330,764,2025-02-01,185.53
10331,144,2025-02-01,83.21
10332,346,2025-02-01,259.89
10333,624,2025-02-01,235.69
10334,572,2025-02-01,451.37
10335,881,2025-02-01,465.7
10336,2,2025-02-01,197.95
10337,897,2025-02-01,250.95
10338,304,2025-02-01,449.16
10339,254,2025-02-01,405.29
10340,652,2025-02-01,11.79
10341,453,2025-02-01,166.83
10342,37,2025-02-01,216.67
10343,160,2025-02-01,122.56
10344,9,2025-02-01,107.79
10345,233,2025-02-01,28.51
10346,99,2025-02-01,325.25
10347,659,2025-02-01,138.63
10348,816,2025-02-01,35.65
10349,208,2025-02-01,123.18
10350,131,2025-02-01,402.94
10351,404,2025-02-01,427.23
10352,152,2025-02-01,246.7
10353,54,2025-02-01,213.87
10354,120,2025-02-01,489.15
10355,673,2025-02-01,108.28
10356,628,2025-02-01,115.53
10357,587,2025-02-01,153.01
10358,625,2025-02-01,94.65
10359,420,2025-02-01,195.89
10360,422,2025-02-01,456.31
10361,104,2025-02-01,311.52
10362,852,2025-02-01,211.85
10363,254,2025-02-01,467.86
10364,227,2025-02-01,33.75
10365,112,2025-02-01,113.04
10366,510,2025-02-01,287.29
10367,473,2025-02-01,311.62
10368,99,2025-02-01,29.38
10369,153,2025-02-01,207.49
10370,861,2025-02-01,328.09
10371,896,2025-02-01,352.05
10372,878,2025-02-01,322.69
10373,338,2025-02-01,167.08
10374,706,2025-02-01,55.82
10375,822,2025-02-01,219.29
10376,163,2025-02-01,73.09
10377,720,2025-02-01,474.34
10378,681,2025-02-01,242.83
10379,161,2025-02-01,165.46
10380,580,2025-02-01,385.49
10381,801,2025-02-01,253.99
10382,398,2025-02-01,161.92
10383,277,2025-02-01,407.86
10384,816,2025-02-01,434.9
10385,504,2025-02-01,339.77
10386,896,2025-02-01,33.01
10387,392,2025-02-01,287.5
10388,135,2025-02-01,384.01
10389,195,2025-02-01,76.89
10390,401,2025-02-01,122.05
10391,640,2025-02-01,442.42
10392,33,2025-02-01,19.86
10393,688,2025-02-01,378.84
10394,460,2025-02-01,242.15
10395,883,2025-02-01,228.92
10396,470,2025-02-01,13.48
10397,375,2025-02-01,411.51
10398,22,2025-02-01,186.31
10399,750,2025-02-01,274.98
10400,670,2025-02-01,341.88
10401,38,2025-02-01,354.29
10402,230,2025-02-01,478.43
10403,365,2025-02-01,270.36
10404,563,2025-02-01,205.86
10405,438,2025-02-01,477.31
10406,776,2025-02-01,324.63
10407,283,2025-02-01,156.09
10408,27,2025-02-01,71.97
10409,226,2025-02-01,422.85
10410,277,2025-02-01,187.47
10411,798,2025-02-01,333.63
10412,609,2025-02-01,240.7
10413,284,2025-02-01,107.48
10414,879,2025-02-01,304.83
10415,481,2025-02-01,39.73
10416,453,2025-02-01,212.54
10417,829,2025-02-01,277.84
10418,816,2025-02-01,223.66
10419,659,2025-02-01,376.85
10420,516,2025-02-01,415.68
10421,547,2025-02-01,387.91
10422,192,2025-02-01,29.02
10423,49,2025-02-01,105.12
10424,512,2025-02-01,272.94
10425,17,2025-02-01,468.06
10426,172,2025-02-01,419.13
10427,220,2025-02-01,422.84
10428,158,2025-02-01,158.57
10429,477,2025-02-01,220.43
10430,46,2025-02-01,240.65
10431,373,2025-02-01,87.11
10432,518,2025-02-01,25.22
10433,99,2025-02-01,473.98
10434,892,2025-02-01,127.95
10435,745,2025-02-01,127.57
10436,37,2025-02-01,50.86
10437,280,2025-02-01,464.97
10438,349,2025-02-01,294.07
10439,497,2025-02-01,336.85
10440,302,2025-02-01,456.67
10441,181,2025-02-01,179.35
10442,607,2025-02-01,314.54
10443,99,2025-02-01,29.01
10444,700,2025-02-01,101.52
10445,116,2025-02-01,417.31
10446,191,2025-02-01,385.72
10447,253,2025-02-01,181.81
10448,161,2025-02-01,194.64
10449,256,2025-02-01,271.44
10450,323,2025-02-01,10.12
10451,128,2025-02-01,128.21
10452,18,2025-02-01,112.03
10453,793,2025-02-01,132.74
10454,735,2025-02-01,404.89
10455,566,2025-02-01,147.04
10456,570,2025-02-01,103.85
10457,323,2025-02-01,257.09
10458,872,2025-02-01,434.17
10459,686,2025-02-01,128.26
10460,792,2025-02-01,48.48
10461,626,2025-02-01,184.64
10462,288,2025-02-01,376.35
10463,854,2025-02-01,279.84
10464,663,2025-02-01,410.23
10465,639,2025-02-01,480.2
10466,155,2025-02-01,398.4
10467,490,2025-02-01,305.86
10468,386,2025-02-01,251.74
10469,785,2025-02-01,29.63
10470,104,2025-02-01,492.32
10471,393,2025-02-01,197.91
10472,811,2025-02-01,84.59
10473,246,2025-02-01,336.69
10474,176,2025-02-01,149.3
10475,39,2025-02-01,297.03
10476,477,2025-02-01,297.52
10477,682,2025-02-01,228.41
10478,759,2025-02-01,419.7
10479,538,2025-02-01,139.83
10480,867,2025-02-01,229.83
10481,818,2025-02-01,273.47
10482,408,2025-02-01,335.18
10483,525,2025-02-01,394.15
10484,828,2025-02-01,203.46
10485,506,2025-02-01,326.56
10486,825,2025-02-01,83.8
10487,36,2025-02-01,467.0
10488,685,2025-02-01,197.7
10489,1005,2025-02-01,367.47
10490,321,2025-02-01,19.97
10491,776,2025-02-01,110.54
10492,512,2025-02-01,248.67
10493,400,2025-02-01,440.34
10494,654,2025-02-01,268.36
10495,883,2025-02-01,465.64
10496,471,2025-02-01,247.06
10497,143,2025-02-01,250.32
10498,92,2025-02-01,68.68
10499,354,2025-02-01,403.3
10500,834,2025-02-01,131.01
10501,800,2025-02-01,450.81
10502,727,2025-02-01,456.3
10503,854,2025-02-01,472.22
10504,51,2025-02-01,264.91
10505,665,2025-02-01,341.78
10506,698,2025-02-01,391.47
10507,575,2025-02-01,74.2
10508,190,2025-02-01,304.47
10509,125,2025-02-01,26.81
10510,150,2025-02-01,253.81
10511,314,2025-02-01,85.87
10512,570,2025-02-01,99.63
10513,342,2025-02-01,188.87
10514,305,2025-02-01,221.89
10515,692,2025-02-01,315.35
10516,682,2025-02-01,46.47
10517,838,2025-02-01,256.81
10518,783,2025-02-01,99.49
10519,1003,2025-02-01,291.25
10520,444,2025-02-01,322.33
10521,613,2025-02-01,282.79
10522,264,2025-02-01,371.76
10523,53,2025-02-01,174.45
10524,572,2025-02-01,384.9
10525,620,2025-02-01,222.06
10526,5,2025-02-01,247.25
10527,103,2025-02-01,327.57
10528,196,2025-02-01,19.0
10529,774,2025-02-01,330.46
10530,877,2025-02-01,313.11
10531,884,2025-02-01,161.83
10532,350,2025-02-01,52.04
10533,47,2025-02-01,54.56
10534,867,2025-02-01,462.38
10535,823,2025-02-01,347.75
10536,820,2025-02-01,72.28
10537,656,2025-02-01,184.79
10538,269,2025-02-01,300.32
10539,370,2025-02-01,419.43
10540,636,2025-02-01,31.39
10541,106,2025-02-01,125.95
10542,670,2025-02-01,445.98
10543,659,2025-02-01,14.49
10544,657,2025-02-01,108.69
10545,120,2025-02-01,479.92
10546,831,2025-02-01,310.57
10547,787,2025-02-01,138.22
10548,604,2025-02-01,42.83
10549,58,2025-02-01,23.81
10550,346,2025-02-01,129.93
10551,741,2025-02-01,441.93
10552,474,2025-02-01,213.8
10553,117,2025-02-01,362.96
10554,830,2025-02-01,459.96
10555,791,2025-02-01,209.94
10556,127,2025-02-01,103.73
10557,393,2025-02-01,263.39
10558,641,2025-02-01,454.96
10559,58,2025-02-01,404.14
10560,634,2025-02-01,42.26
10561,513,2025-02-01,349.36
10562,751,2025-02-01,290.23
10563,802,2025-02-01,454.66
10564,96,2025-02-01,70.02
10565,638,2025-02-01,271.68
10566,118,2025-02-01,440.94
10567,560,2025-02-01,210.91
10568,601,2025-02-01,246.18
10569,488,2025-02-01,44.53
10570,237,2025-02-01,146.29
10571,885,2025-02-01,169.01
10572,897,2025-02-01,473.11
10573,272,2025-02-01,148.51
10574,189,2025-02-01,235.83
10575,704,2025-02-01,338.94
10576,447,2025-02-01,89.47
10577,581,2025-02-01,248.36
10578,790,2025-02-01,371.88
10579,861,2025-02-01,434.76
10580,247,2025-02-01,316.87
10581,76,2025-02-01,337.84
10582,154,2025-02-01,71.88
10583,656,2025-02-01,473.43
10584,435,2025-02-01,74.96
10585,86,2025-02-01,389.59
10586,697,2025-02-01,139.76
10587,285,2025-02-01,467.46
10588,220,2025-02-01,362.78
10589,69,2025-02-01,379.37
10590,47,2025-02-01,117.34
10591,94,2025-02-01,227.09
10592,750,2025-02-01,312.73
10593,453,2025-02-01,387.29
10594,204,2025-02-01,60.94
10595,218,2025-02-01,481.56
10596,474,2025-02-01,446.21
10597,432,2025-02-01,142.47
10598,341,2025-02-01,413.15
10599,551,2025-02-01,263.98
10600,612,2025-02-01,236.29
10601,289,2025-02-01,164.07
10602,254,2025-02-01,294.67
10603,734,2025-02-01,367.65
10604,357,2025-02-01,211.36
10605,23,2025-02-01,318.32
10606,762,2025-02-01,352.66
10607,522,2025-02-01,358.45
10608,758,2025-02-01,35.46
10609,837,2025-02-01,431.28
10610,100,2025-02-01,234.54
10611,802,2025-02-01,138.58
10612,180,2025-02-01,128.46
10613,223,2025-02-01,246.68
10614,762,2025-02-01,444.55
10615,659,2025-02-01,195.39
10616,442,2025-02-01,377.37
10617,608,2025-02-01,57.44
10618,769,2025-02-01,243.27
10619,325,2025-02-01,495.93
10620,516,2025-02-01,387.51
10621,16,2025-02-01,113.16
10622,792,2025-02-01,255.71
10623,336,2025-02-01,124.48
10624,759,2025-02-01,210.68
10625,258,2025-02-01,392.24
10626,497,2025-02-01,387.9
10627,896,2025-02-01,121.77
10628,160,2025-02-01,461.89
10629,475,2025-02-01,300.36
10630,852,2025-02-01,196.16
10631,664,2025-02-01,255.95
10632,690,2025-02-01,306.48
10633,675,2025-02-01,284.35
10634,380,2025-02-01,248.34
10635,545,2025-02-01,257.42
10636,691,2025-02-01,96.44
10637,427,2025-02-01,408.24
10638,613,2025-02-01,275.46
10639,268,2025-02-01,74.23
10640,835,2025-02-01,385.42
10641,577,2025-02-01,466.9
10642,417,2025-02-01,474.18
10643,168,2025-02-01,190.82
10644,842,2025-02-01,76.4
10645,43,2025-02-01,264.02
10646,556,2025-02-01,65.18
10647,285,2025-02-01,467.65
10648,397,2025-02-01,99.95
10649,12,2025-02-01,133.86
10650,607,2025-02-01,209.25
10651,302,2025-02-01,197.75
10652,898,2025-02-01,399.38
10653,253,2025-02-01,233.6
10654,499,2025-02-01,93.68
10655,754,2025-02-01,140.93
10656,35,2025-02-01,259.47
10657,727,2025-02-01,82.25
10658,849,2025-02-01,309.71
10659,90,2025-02-01,287.22
10660,776,2025-02-01,360.2
10661,605,2025-02-01,469.48
10662,602,2025-02-01,457.0
10663,418,2025-02-01,473.58
10664,115,2025-02-01,129.91
10665,617,2025-02-01,74.47
10666,196,2025-02-01,158.12
10667,826,2025-02-01,448.59
10668,501,2025-02-01,486.31
10669,1002,2025-02-01,431.07
10670,493,2025-02-01,63.91
10671,75,2025-02-01,474.24
10672,413,2025-02-01,217.45
10673,376,2025-02-01,14.56
10674,420,2025-02-01,226.77
10675,729,2025-02-01,32.57
10676,277,2025-02-01,276.5
10677,761,2025-02-01,175.89
10678,676,2025-02-01,241.98
10679,394,2025-02-01,310.45
10680,869,2025-02-01,435.71
10681,457,2025-02-01,334.33
10682,192,2025-02-01,222.68
10683,739,2025-02-01,411.52
10684,689,2025-02-01,453.74
10685,99,2025-02-01,68.68
10686,548,2025-02-01,270.65
10687,96,2025-02-01,149.41
10688,664,2025-02-01,33.06
10689,663,2025-02-01,337.59
10690,190,2025-02-01,432.76
10691,736,2025-02-01,89.82
10692,37,2025-02-01,408.08
10693,780,2025-02-01,428.16
10694,369,2025-02-01,458.03
10695,695,2025-02-01,139.99
10696,1002,2025-02-01,452.94
10697,279,2025-02-01,167.12
10698,217,2025-02-01,280.65
10699,867,2025-02-01,34.75
10700,873,2025-02-01,31.5
10701,798,2025-02-01,362.98
10702,273,2025-02-01,227.8
10703,881,2025-02-01,135.58
10704,62,2025-02-01,103.3
10705,596,2025-02-01,338.28
10706,880,2025-02-01,10.2
10707,729,2025-02-01,404.89
10708,342,2025-02-01,48.83
10709,397,2025-02-01,103.83
10710,699,2025-02-01,199.26
10711,19,2025-02-01,247.58
10712,1005,2025-02-01,183.95
10713,612,2025-02-01,167.15
10714,396,2025-02-01,482.32
10715,445,2025-02-01,324.37
10716,233,2025-02-01,21.48
10717,76,2025-02-01,220.79
10718,265,2025-02-01,438.75
10719,455,2025-02-01,157.71
10720,796,2025-02-01,56.33
10721,718,2025-02-01,381.61
10722,735,2025-02-01,306.95
10723,384,2025-02-01,289.45
10724,564,2025-02-01,36.25
10725,851,2025-02-01,78.84
10726,506,2025-02-01,315.05
10727,367,2025-02-01,111.83
10728,144,2025-02-01,256.99
10729,885,2025-02-01,276.99
10730,69,2025-02-01,148.92
10731,99,2025-02-01,474.73
10732,396,2025-02-01,422.81
10733,25,2025-02-01,363.96
10734,891,2025-02-01,48.22
10735,469,2025-02-01,62.0
10736,484,2025-02-01,251.46
10737,565,2025-02-01,88.75
10738,151,2025-02-01,489.35
10739,144,2025-02-01,87.67
10740,569,2025-02-01,248.86
10741,39,2025-02-01,188.42
10742,109,2025-02-01,323.3
10743,693,2025-02-01,73.23
10744,1006,2025-02-01,220.86
10745,186,2025-02-01,144.61
10746,398,2025-02-01,445.0
10747,223,2025-02-01,29.89
10748,634,2025-02-01,457.73
10749,133,2025-02-01,418.17
10750,163,2025-02-01,155.81
10751,215,2025-02-01,396.75
10752,733,2025-02-01,25.29
10753,235,2025-02-01,483.76
10754,843,2025-02-01,268.03
10755,658,2025-02-01,158.61
10756,751,2025-02-01,187.67
10757,588,2025-02-01,42.54
10758,9,2025-02-01,494.78
10759,74,2025-02-01,29.25
10760,492,2025-02-01,330.9
10761,253,2025-02-01,226.94
10762,230,2025-02-01,474.97
10763,519,2025-02-01,130.54
10764,174,2025-02-01,270.72
10765,653,2025-02-01,246.35
10766,168,2025-02-01,354.4
10767,170,2025-02-01,43.33
10768,393,2025-02-01,104.96
10769,795,2025-02-01,115.14
10770,634,2025-02-01,371.69
10771,194,2025-02-01,102.68
10772,517,2025-02-01,291.01
10773,29,2025-02-01,115.47
10774,165,2025-02-01,432.2
10775,422,2025-02-01,471.67
10776,339,2025-02-01,264.06
10777,648,2025-02-01,182.63
10778,496,2025-02-01,124.69
10779,365,2025-02-01,34.39
10780,833,2025-02-01,141.57
10781,342,2025-02-01,330.58
10782,500,2025-02-01,271.47
10783,657,2025-02-01,472.58
10784,511,2025-02-01,204.18
10785,327,2025-02-01,349.99
10786,217,2025-02-01,249.77
10787,301,2025-02-01,261.16
10788,132,2025-02-01,141.21
10789,1010,2025-02-01,232.93
10790,70,2025-02-01,240.68
10791,252,2025-02-01,356.25
10792,415,2025-02-01,470.91
10793,787,2025-02-01,171.37
10794,445,2025-02-01,30.68
10795,876,2025-02-01,253.18
10796,182,2025-02-01,276.79
10797,167,2025-02-01,92.54
10798,91,2025-02-01,382.63
10799,714,2025-02-01,492.62
10800,858,2025-02-01,473.43
10801,531,2025-02-01,106.58
10802,39,2025-02-01,438.93
10803,126,2025-02-01,355.2
10804,451,2025-02-01,232.38
10805,173,2025-02-01,274.9
10806,653,2025-02-01,426.3
10807,1006,2025-02-01,245.27
10808,220,2025-02-01,192.87
10809,638,2025-02-01,251.69
10810,58,2025-02-01,293.77
10811,660,2025-02-01,102.65
10812,476,2025-02-01,451.44
10813,456,2025-02-01,340.35
10814,829,2025-02-01,320.3
10815,895,2025-02-01,58.75
10816,361,2025-02-01,306.05
10817,1,2025-02-01,69.27
10818,387,2025-02-01,48.56
10819,348,2025-02-01,268.38
10820,190,2025-02-01,207.36
10821,505,2025-02-01,298.52
10822,191,2025-02-01,53.72
10823,508,2025-02-01,221.18
10824,369,2025-02-01,95.65
10825,409,2025-02-01,493.68
10826,824,2025-02-01,284.96
10827,117,2025-02-01,346.84
10828,1007,2025-02-01,169.45
10829,58,2025-02-01,56.42
10830,556,2025-02-01,488.18
10831,685,2025-02-01,150.27
10832,672,2025-02-01,217.67
10833,173,2025-02-01,328.43
10834,829,2025-02-01,22.1
10835,815,2025-02-01,407.03
10836,149,2025-02-01,272.92
10837,80,2025-02-01,146.33
10838,886,2025-02-01,40.19
10839,213,2025-02-01,89.62
10840,203,2025-02-01,448.57
10841,764,2025-02-01,346.15
10842,229,2025-02-01,132.45
10843,676,2025-02-01,42.14
10844,227,2025-02-01,348.4
10845,659,2025-02-01,290.48
10846,532,2025-02-01,208.21
10847,441,2025-02-01,188.17
10848,402,2025-02-01,116.24
10849,47,2025-02-01,338.11
10850,233,2025-02-01,485.63
10851,305,2025-02-01,96.1
10852,526,2025-02-01,302.59
10853,143,2025-02-01,217.85
10854,415,2025-02-01,228.88
10855,513,2025-02-01,134.53
10856,373,2025-02-01,414.32
10857,566,2025-02-01,247.78
10858,886,2025-02-01,276.27
10859,259,2025-02-01,159.33
10860,656,2025-02-01,99.09
10861,471,2025-02-01,52.1
10862,12,2025-02-01,359.92
10863,330,2025-02-01,106.15
10864,736,2025-02-01,348.14
10865,784,2025-02-01,201.28
10866,358,2025-02-01,213.73
10867,408,2025-02-01,239.9
10868,668,2025-02-01,190.18
10869,373,2025-02-01,59.3
10870,8,2025-02-01,161.72
10871,122,2025-02-01,335.23
10872,348,2025-02-01,336.23
